sample ID (based on genealogy)	profile	platform	PlatformCombo	Sanger ID		IRCC_full	Sample_PD_ID
CRC0078LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0234PRX	PD25900a
CRC0078LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	#N/A		CRC0085LMX	PD25901a
CRC0078LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0195PRX	PD25902a
CRC0078LMX0B01201TUMD02000	GCN	WES	WES_GCN	#N/A		CRC0427LMX	PD25903a2
CRC0078LMX0B01201TUMD02000	MUT	WES	WES_MUT	#N/A		CRC0024LMX	PD25904a
CRC0079LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26150a		CRC0096LMX	PD25905a
CRC0079LMH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26150a		CRC0125LMX	PD25906a
CRC0079LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26150c		CRC0025LMX	PD25907a
CRC0079LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26150c		CRC0114LMX	PD25908a
CRC0079LMX0A02204TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD26150c		CRC0115LMH	PD25909a
CRC0080LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD25988a2		CRC0115LMX	PD25909c
CRC0080LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25988a2		CRC0446PRX	PD25910c
CRC0080LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD25988a2		CRC0445PRX	PD25911a
CRC0080LMX0A02204TUMD02000	GCN	RealTimePCR	RealTimePCR_GCN	PD25988a2		CRC0449LMX	PD25912a
CRC0080LMX0A02204TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25988a2		CRC0449PRX	PD25912c
CRC0080LMX0A02204TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25988a2		CRC0557LMX	PD25912d2
CRC0081LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26146a		CRC0460PRH	PD25913a
CRC0081LMH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26146a		CRC0460PRX	PD25913c2
CRC0081LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26146c2		CRC0463PRX	PD25914a2
CRC0081LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26146c2		CRC0470PRX	PD25915a2
CRC0081LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26146c2		CRC0465LMX	PD25916a2
CRC0081LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26146c2		CRC0468LMX	PD25917a2
CRC0081LMX0A02202TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26146c2		CRC0468PRX	PD25917c2
CRC0082LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0473PRH	PD25918a
CRC0082LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26129a		CRC0473PRX	PD25918c2
CRC0082LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26129a		CRC0472PRX	PD25919a2
CRC0082LMX0A02201TUMD12000	MUT	TargetedNGS	TargetedNGS_MUT	PD26129a		CRC0481LMX	PD25920a2
CRC0083LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	#N/A		CRC0481PRX	PD25920c2
CRC0084LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	#N/A		CRC0456LMX	PD25921a2
CRC0085LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0486LMX	PD25922a2
CRC0085LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25901a		CRC0490LMH	PD25923a
CRC0085LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25901a		CRC0490LMX	PD25923c2
CRC0085LMX0A02204TUMD06000	GCN	TargetedNGS	TargetedNGS_GCN	PD25901a		CRC0491PRH	PD25924a
CRC0085LMX0A02204TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD25901a		CRC0491PRX	PD25924c2
CRC0086LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25871a		CRC0495LMX	PD25925a2
CRC0086LMH0000000000D02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25871a		CRC0409PRX	PD25926a
CRC0086LMH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25871a		CRC0393PRX	PD25927a
CRC0086LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25871c		CRC0401PRH	PD25928a
CRC0086LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25871c		CRC0401PRX	PD25928c
CRC0086LMX0A02201TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25871c		CRC0439PRX	PD25929a
CRC0086LMX0A02201TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25871c		CRC0438LMX	PD25930a
CRC0094LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0381PRX	PD25931a
CRC0094LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26143a2		CRC0428PRX	PD25932a2
CRC0094LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26143a2		CRC0313LMX	PD25933a
CRC0094LMX0A02201TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26143a2		CRC0288PRH	PD25934a
CRC0094PRX0A02201TUMD01001	MUT	TargetedNGS	TargetedNGS_MUT	PD26143c2		CRC0288PRX	PD25934c
CRC0095LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0500PRX	PD25935a2
CRC0095LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25883a		CRC0501PRX	PD25936a2
CRC0095LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD25883a		CRC0506PRX	PD25937a2
CRC0095LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25883a		CRC0514PRH	PD25938a
CRC0095LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD25883a		CRC0514PRX	PD25938c2
CRC0095LMX0A02204TUMD06000	GCN	TargetedNGS	TargetedNGS_GCN	PD25883a		CRC0287PRX	PD25939a
CRC0095LMX0A02204TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD25883a		CRC0538LMX	PD25940a2
CRC0096LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0549LMX	PD25941a2
CRC0096LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25905a		CRC0549PRX	PD25941c2
CRC0096LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD25905a		CRC0537LMX	PD25942a2
CRC0096LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25905a		CRC0547PRX	PD25943a2
CRC0096LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD25905a		CRC0535LMX	PD25944a2
CRC0096LMX0A02204TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25905a		CRC0544LMX	PD25945a2
CRC0096LMX0A02204TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25905a		CRC0561LMX	PD25946a2
CRC0097LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0566PRX	PD25947a2
CRC0097LMX0B01201TUMD01000	GCN	WES	WES_GCN	PD26147a2		CRC0560LMX	PD25948c2
CRC0097LMX0B01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26147a2		CRC0553PRX	PD25949c2
CRC0097LMX0B01201TUMD01000	MUT	WES	WES_MUT	PD26147a2		CRC0571PRX	PD25950a2
CRC0097LMX0B02202TUMD02000	GCN	RealTimePCR	RealTimePCR_GCN	PD26147a2		CRC0577PRX	PD25951a2
CRC0097LMX0B02202TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26147a2		CRC0583PRX	PD25952a2
CRC0097LMX0B02204TUMD02000	GCN	RealTimePCR	RealTimePCR_GCN	PD26147a2		CRC0592PRX	PD25953a2
CRC0098LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25996a		CRC0596PRX	PD25954a2
CRC0098LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD25996c		CRC0612PRX	PD25955a2
CRC0098LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25996c		CRC0622PRX	PD25956a2
CRC0098LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD25996c		CRC0666PRX	PD25957a2
CRC0098LMX0A02204TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25996c		CRC0671PRX	PD25958a2
CRC0098LMX0A02204TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25996c		CRC0683PRX	PD25959a2
CRC0098LMX0B02001TUMD02000	GCN	RealTimePCR	RealTimePCR_GCN	PD25996c		CRC0687LMX	PD25960a2
CRC0099LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26136a		CRC0689PRX	PD25961a2
CRC0099LMH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26136a		CRC0184LMX	PD25962a
CRC0099LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26136c		CRC0435LMX	PD25963a
CRC0099LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26136c		CRC0499LMX	PD25964a2
CRC0099LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26136c		CRC0507LMX	PD25965a2
CRC0099LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26136c		CRC0517LMX	PD25966a2
CRC0099LMX0A02204TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD26136c		CRC0528LMX	PD25967a2
CRC0100LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0345LMX	PD25968a
CRC0100LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26145a		CRC0063LMX	PD25969a
CRC0100LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26145a		CRC0129LMX	PD25970a
CRC0100LMX0A02204TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26145a		CRC0141LMX	PD25971a
CRC0101LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0149LMX	PD25972a
CRC0101LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26149a		CRC0176LMX	PD25973a
CRC0101LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26149a		CRC0243LMX	PD25974a
CRC0101LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26149a		CRC0119LMX	PD25975a2
CRC0101LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26149a		CRC0175LMX	PD25976a
CRC0101LMX0A02201TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD26149a		CRC0157LMX	PD25977a
CRC0102LMX0B01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	#N/A		CRC0076LMX	PD25979a2
CRC0102LMX0B01201TUMD01000	GCN	WES	WES_GCN	#N/A		CRC0131LMX	PD25980a2
CRC0102LMX0B01201TUMD01000	MUT	WES	WES_MUT	#N/A		CRC0162LMH	PD25981a
CRC0103LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0162LMX	PD25981c
CRC0103LMX0B01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26024a2		CRC0159LMX	PD25982a
CRC0103LMX0B01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26024a2		CRC0105LMX	PD25983a
CRC0103LMX0B01201TUMD01000	MUT	WES	WES_MUT	PD26024a2		CRC0156LMX	PD25985a
CRC0103LMX0B02202TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD26024a2		CRC0174LMX	PD25986a
CRC0103LMX0B02202TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26024a2		CRC0058LMX	PD25987a
CRC0104LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0080LMX	PD25988a2
CRC0104LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26032a		CRC0112LMX	PD25988c
CRC0104LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26032a		CRC0113LMX	PD25989a
CRC0104LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26032a		CRC0130LMX	PD25990c2
CRC0104LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26032a		CRC0252LMX	PD25991a
CRC0104LMX0A02204TUMD06000	GCN	TargetedNGS	TargetedNGS_GCN	PD26032a		CRC0067LMX	PD25992a
CRC0104LMX0A02204TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD26032a		CRC0242LMX	PD25993a
CRC0105LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0153LMX	PD25994a
CRC0105LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25983a		CRC0120LMX	PD25995a
CRC0105LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD25983a		CRC0098LMH	PD25996a
CRC0105LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25983a		CRC0098LMX	PD25996c
CRC0105LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD25983a		CRC0155LMX	PD25997a
CRC0105LMX0A02204TUMD06000	GCN	TargetedNGS	TargetedNGS_GCN	PD25983a		CRC0178LMX	PD25998a2
CRC0105LMX0A02204TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD25983a		CRC0165LMH	PD25999a
CRC0106LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0165LMX	PD25999c2
CRC0106LMX0B01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26021a		CRC0117LMX	PD26000a
CRC0106LMX0B02204TUMD06000	GCN	TargetedNGS	TargetedNGS_GCN	PD26021a		CRC0154LMX	PD26001a
CRC0106LMX0B02204TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD26021a		CRC0139LMX	PD26002a
CRC0108LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0148LMX	PD26003a
CRC0108LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26034a		CRC0160LMX	PD26004a
CRC0108LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26034a		CRC0021LMX	PD26005a
CRC0108LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26034a		CRC0077LMX	PD26006a
CRC0108LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26034a		CRC0150LMH	PD26007a
CRC0108LMX0A02204TUMD06000	GCN	TargetedNGS	TargetedNGS_GCN	PD26034a		CRC0150LMX	PD26007c
CRC0108LMX0A02204TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD26034a		CRC0171LMX	PD26008a
CRC0109LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0133LMX	PD26009a
CRC0109LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25874a		CRC0163LMX	PD26010a
CRC0109LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD25874a		CRC0161LMX	PD26011a2
CRC0109LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25874a		CRC0073LMX	PD26012a2
CRC0109LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD25874a		CRC0167LMX	PD26013a
CRC0109LMX0A02203TUMD10000	GCN	TargetedNGS	TargetedNGS_GCN	PD25874a		CRC0128LMX	PD26014a
CRC0109LMX0A02203TUMD10000	MUT	TargetedNGS	TargetedNGS_MUT	PD25874a		CRC0135LMX	PD26014c
CRC0109LMX0A02204TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25874a		CRC0056LMX	PD26015a
CRC0110LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0066LMX	PD26016a
CRC0110LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26025a		CRC0134LMX	PD26017a
CRC0110LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26025a		CRC0059LMX	PD26018a
CRC0110LMX0A02204TUMD06000	GCN	TargetedNGS	TargetedNGS_GCN	PD26025a		CRC0057LMH	PD26020a
CRC0110LMX0A02204TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD26025a		CRC0057LMX	PD26020c
CRC0111LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	#N/A		CRC0106LMX	PD26021a
CRC0112LMH0000000000D01000	GCN	WES	WES_GCN	#N/A		CRC0137LMX	PD26022a
CRC0112LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0136LMX	PD26023a
CRC0112LMH0000000000D01000	MUT	WES	WES_MUT	#N/A		CRC0103LMX	PD26024a2
CRC0112LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25988c		CRC0110LMX	PD26025a
CRC0112LMX0A02201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25988c		CRC0127LMX	PD26026a
CRC0112LMX0A02201TUMD01000	GCN	WES	WES_GCN	PD25988c		CRC0064LMX	PD26027a
CRC0112LMX0A02201TUMD01000	MUT	WES	WES_MUT	PD25988c		CRC0177LMX	PD26028a
CRC0112LMX0A02201TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25988c		CRC0146LMX	PD26029a
CRC0112LMX0A02201TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25988c		CRC0152LMX	PD26030a
CRC0113LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0030LMX	PD26031a2
CRC0113LMX0B01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25989a		CRC0104LMX	PD26032a
CRC0113LMX0B01201TUMD01000	GCN	WES	WES_GCN	PD25989a		CRC0246LMX	PD26033a
CRC0113LMX0B01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25989a		CRC0108LMX	PD26034a
CRC0113LMX0B01201TUMD01000	MUT	WES	WES_MUT	PD25989a		CRC0358LMX	PD26035a
CRC0113LMX0B02201TUMD06000	GCN	TargetedNGS	TargetedNGS_GCN	PD25989a		CRC0505LMX	PD26035c2
CRC0113LMX0B02201TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD25989a		CRC0598LMX	PD26035d2
CRC0114LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0344LMX	PD26036a
CRC0114LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25908a		CRC0339LMX	PD26037a
CRC0114LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25908a		CRC0334LMX	PD26038a
CRC0114LMX0A02204TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25908a		CRC0330LMX	PD26039a
CRC0114LMX0A02204TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25908a		CRC0329LMX	PD26040a
CRC0115LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25909a		CRC0328LMX	PD26041a
CRC0115LMH0000000000D02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25909a		CRC0327LMX	PD26042a
CRC0115LMH0000000000D02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25909a		CRC0321LMX	PD26043a
CRC0115LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25909c		CRC0378LMX	PD26044a
CRC0115LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD25909c		CRC0314LMX	PD26045a
CRC0115LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25909c		CRC0312LMX	PD26046a
CRC0115LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD25909c		CRC0310LMX	PD26047a
CRC0115LMX0A02201TUMD06000	GCN	TargetedNGS	TargetedNGS_GCN	PD25909c		CRC0309LMX	PD26048a
CRC0115LMX0A02201TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD25909c		CRC0305LMX	PD26049a
CRC0116LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0292LMX	PD26051a
CRC0116LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26141a		CRC0291LMH	PD26052a
CRC0116LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26141a		CRC0291LMX	PD26052c
CRC0116LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26141a		CRC0264LMX	PD26053a
CRC0116LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26141a		CRC0262LMX	PD26054a
CRC0116LMX0A02201TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD26141a		CRC0542LMX	PD26054c2
CRC0117LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0261LMX	PD26055a
CRC0117LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26000a		CRC0257LMH	PD26056a
CRC0117LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26000a		CRC0257LMX	PD26056c
CRC0117LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26000a		CRC0477LMX	PD26056d2
CRC0117LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26000a		CRC0231LMX	PD26057a
CRC0117LMX0A02204TUMD06000	GCN	TargetedNGS	TargetedNGS_GCN	PD26000a		CRC0221LMX	PD26058a
CRC0117LMX0A02204TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD26000a		CRC0218LMX	PD26059a
CRC0118LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0217LMX	PD26060a
CRC0118LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25880a		CRC0214LMX	PD26061a
CRC0118LMX0A02204TUMD06000	GCN	TargetedNGS	TargetedNGS_GCN	PD25880a		CRC0207LMH	PD26062a
CRC0118LMX0A02204TUMD06000	MUT	TargetedNGS	TargetedNGS_MUT	PD25880a		CRC0207LMX	PD26062c
CRC0119LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0204LMX	PD26063a
CRC0119LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25975a2		CRC0190LMX	PD26064a
CRC0119LMX0A02202TUMD05000	GCN	TargetedNGS	TargetedNGS_GCN	PD25975a2		CRC0513LMX	PD26065a2
CRC0119LMX0A02202TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD25975a2		CRC0199LMX	PD26066a
CRC0120LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0198LMX	PD26067a2
CRC0120LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25995a		CRC0197LMX	PD26068a
CRC0120LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25995a		CRC0188LMX	PD26069a
CRC0120LMX0A02204TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25995a		CRC0186LMX	PD26070a
CRC0120LMX0A02204TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25995a		CRC0185LMX	PD26071a
CRC0121LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0379LMX	PD26072a2
CRC0121LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD26107a2		CRC0377LMX	PD26073a
CRC0121LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD26107a2		CRC0370LMX	PD26074a
CRC0121LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD26107a2		CRC0382LMX	PD26075a
CRC0121LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD26107a2		CRC0391LMX	PD26076a
CRC0121LMX0A02202TUMD05000	MUT	TargetedNGS	TargetedNGS_MUT	PD26107a2		CRC0396LMX	PD26077a
CRC0122LMX0A01001TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	#N/A		CRC0394LMX	PD26078a
CRC0123LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0515LMX	PD26079a2
CRC0123LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25869a		CRC0422LMX	PD26080a2
CRC0123LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25869a		CRC0418LMX	PD26081a
CRC0123LMX0A02204TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25869a		CRC0399LMH	PD26082a
CRC0123LMX0A02204TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25869a		CRC0399LMX	PD26082c
CRC0124LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0475LMX	PD26083a2
CRC0124LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25894a		CRC0534LMX	PD26084a2
CRC0124LMX0A01201TUMD01000	GCN	WES	WES_GCN	PD25894a		CRC0518LMX	PD26085a2
CRC0124LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	PD25894a		CRC0503LMX	PD26086a2
CRC0124LMX0A01201TUMD01000	MUT	WES	WES_MUT	PD25894a		CRC0530LMX	PD26087a2
CRC0124LMX0A02201TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25894a		CRC0512LMX	PD26088a2
CRC0124LMX0A02201TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25894a		CRC0508LMH	PD26089a
CRC0125LMH0000000000D01000	MUT	WES	WES_MUT	#N/A		CRC0508LMX	PD26089c2
CRC0125LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	PD25906a		CRC0452LMX	PD26090a2
CRC0125LMX0A02201TUMD01000	GCN	WES	WES_GCN	PD25906a		CRC0494LMX	PD26091a2
CRC0125LMX0A02201TUMD01000	MUT	WES	WES_MUT	PD25906a		CRC0525LMX	PD26092a2
CRC0125LMX0A02204TUMD02000	GCN	TargetedNGS	TargetedNGS_GCN	PD25906a		CRC0539LMH	PD26092c
CRC0125LMX0A02204TUMD02000	MUT	TargetedNGS	TargetedNGS_MUT	PD25906a		CRC0539LMX	PD26092d2
CRC0126LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0461LMX	PD26093a2
CRC0126LMX0A01201TUMD01000	GCN	RealTimePCR	RealTimePCR_GCN	#N/A		CRC0429LMX	PD26094a
CRC0126LMX0A01201TUMD01000	GCN	WES	WES_GCN	#N/A		CRC0464LMX	PD26095a
CRC0126LMX0A01201TUMD01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0492LMX	PD26096a2
CRC0126LMX0A01201TUMD01000	MUT	WES	WES_MUT	#N/A		CRC0484LMX	PD26097a2
CRC0127LMH0000000000D01000	MUT	SangerSequencing	SangerSequencing_MUT	#N/A		CRC0254LMX	PD26098a
